path,truth,belief_top,belief_conf,last_turn,wall_ever,crustle_seen
episode-81832441-replay.json,alakazam,alakazam,0.36748053796152497,0,False,False
episode-81833380-replay.json,dragapult,dragapult,0.9997163941461992,8,False,False
episode-81833817-replay.json,other/unknown,abomasnow,0.6116367198417946,11,False,False
episode-81835059-replay.json,starmie,starmie,0.9932112009548472,6,False,False
episode-81839513-replay.json,starmie,starmie,0.9992174003280859,7,False,False
episode-81850876-replay.json,alakazam,alakazam,1.0,16,False,False
episode-81859002-replay.json,dragapult,dragapult,0.9999999999575631,14,False,False
episode-81859523-replay.json,other/unknown,alakazam,0.36748053796152497,0,False,False
episode-81867596-replay.json,other/unknown,lucario,0.9979978236973823,11,False,False
episode-81879655-replay.json,other/unknown,abomasnow,0.7774858571985879,16,True,False
episode-81886084-replay.json,alakazam,alakazam,0.9999999999816713,18,False,False
episode-81892159-replay.json,lucario,lucario,0.9999999923895847,8,False,False
episode-81893191-replay.json,starmie,alakazam,0.36748053796152497,0,False,False
episode-81896405-replay.json,starmie,starmie,0.9061797833804127,14,False,False
episode-81896975-replay.json,lucario,lucario,0.9999999999998446,11,False,False
episode-81898436-replay.json,starmie,alakazam,0.36748053796152497,0,False,False
episode-81912752-replay.json,starmie,starmie,0.9864881471251321,11,False,False
episode-81913871-replay.json,other/unknown,alakazam,0.654832058930109,8,True,False
episode-81914440-replay.json,other/unknown,alakazam,0.36748053796152497,0,False,False
episode-81918177-replay.json,alakazam,alakazam,1.0,13,False,False
episode-81918215-replay.json,abomasnow,abomasnow,0.9999999859484099,12,False,False
episode-81919438-replay.json,other/unknown,dragapult,0.9553392475429057,28,True,False
episode-81923005-replay.json,starmie,alakazam,0.36748053796152497,0,False,False
episode-81925190-replay.json,starmie,alakazam,0.36748053796152497,0,False,False
episode-81930052-replay.json,other/unknown,alakazam,0.9981254751380465,15,False,False
episode-81933815-replay.json,crustle,starmie,0.43525235444881316,11,False,True
episode-81944852-replay.json,starmie,alakazam,0.36748053796152497,0,False,False
episode-81945931-replay.json,alakazam,alakazam,0.9999999999999989,14,False,False
episode-81947243-replay.json,starmie,starmie,0.9994251290650842,3,False,False
episode-81967909-replay.json,lucario,lucario,0.9999997963492371,7,False,False
episode-81968436-replay.json,bellibolt,dragapult,0.9746751079834621,12,False,False
episode-81968881-replay.json,abomasnow,alakazam,0.36748053796152497,0,False,False
episode-81976273-replay.json,crustle,dragapult,0.9281200224141158,19,True,True
episode-81984870-replay.json,other/unknown,alakazam,0.36748053796152497,0,False,False
episode-81997098-replay.json,crustle,dragapult,0.8591076394524864,19,True,True
episode-82003670-replay.json,other/unknown,alakazam,0.43719777999240694,16,True,False
episode-82007079-replay.json,abomasnow,alakazam,0.36748053796152497,0,False,False
episode-82018696-replay.json,other/unknown,alakazam,0.36748053796152497,0,False,False
episode-82023698-replay.json,starmie,starmie,0.9997061988281655,16,False,False
episode-82027849-replay.json,crustle,abomasnow,0.5773043191792389,14,False,True
episode-82045189-replay.json,other/unknown,lucario,0.9999523027617595,14,False,False
episode-82067317-replay.json,starmie,starmie,0.9935237028597598,16,False,False
episode-82067397-replay.json,dragapult,dragapult,0.999999994906521,10,False,False
episode-82077507-replay.json,lucario,lucario,0.999999999999895,11,False,False
episode-82080373-replay.json,dragapult,dragapult,0.9999991435453494,12,False,False
episode-82086508-replay.json,other/unknown,dragapult,0.9321627348590189,6,True,False
episode-82108406-replay.json,dragapult,dragapult,0.9999999642066912,5,False,False
episode-82108417-replay.json,lucario,lucario,0.9999999999909,15,False,False
episode-82116542-replay.json,starmie,starmie,0.9998020635902135,8,False,False
episode-82121185-replay.json,lucario,lucario,0.9999999750939708,15,False,False
episode-82124563-replay.json,other/unknown,alakazam,0.36748053796152497,0,False,False
episode-82139921-replay.json,starmie,starmie,0.9853317085972203,10,False,False
episode-82147264-replay.json,starmie,alakazam,0.36748053796152497,0,False,False
episode-82150385-replay.json,starmie,alakazam,0.36748053796152497,0,False,False
episode-82151776-replay.json,starmie,lucario,0.586061490876276,0,False,False
episode-82162489-replay.json,lucario,lucario,0.9999999944096734,9,False,False
episode-82169231-replay.json,other/unknown,dragapult,0.9762431259707984,15,True,False
episode-82174557-replay.json,dragapult,dragapult,0.9999999457472667,13,False,False
episode-82183460-replay.json,starmie,starmie,0.9997984446712456,8,False,False
episode-82186516-replay.json,alakazam,alakazam,0.9999999999999993,13,False,False
episode-82202144-replay.json,other/unknown,alakazam,0.9996996507735137,7,False,False
episode-82204958-replay.json,other/unknown,dragapult,0.8434890591121383,12,True,False
episode-82217092-replay.json,other/unknown,dragapult,0.823435393724831,12,False,False
episode-82224657-replay.json,starmie,starmie,0.9949295218957473,9,False,False
episode-82225292-replay.json,other/unknown,alakazam,0.36748053796152497,0,False,False
episode-82226277-replay.json,dragapult,dragapult,0.999999999171338,9,False,False
episode-82232950-replay.json,dragapult,dragapult,0.9999999996032465,9,False,False
episode-82239614-replay.json,lucario,lucario,0.9999999939866251,12,False,False
episode-82243180-replay.json,other/unknown,dragapult,0.9554379738421048,12,False,False
episode-82245333-replay.json,other/unknown,dragapult,0.9928305592308306,17,True,False
episode-82247496-replay.json,alakazam,alakazam,1.0,17,False,False
episode-82250421-replay.json,kyogre,abomasnow,0.9953860170758352,6,False,False
episode-82250773-replay.json,alakazam,alakazam,0.9999999996180564,17,False,False
episode-82252028-replay.json,abomasnow,abomasnow,0.9986946328225634,3,False,False
episode-82253081-replay.json,starmie,starmie,0.998659298046874,8,False,False
episode-82254155-replay.json,other/unknown,alakazam,0.9999999248545447,12,False,False
episode-82259381-replay.json,dragapult,dragapult,0.9999999996411906,6,False,False
episode-82269916-replay.json,other/unknown,dragapult,0.9942195258306632,13,True,False
episode-82278778-replay.json,starmie,starmie,0.9784184074234933,15,False,False
episode-82298161-replay.json,other/unknown,dragapult,0.9990438758838697,19,False,False
episode-82309931-replay.json,crustle,dragapult,0.8097021712113638,11,True,True
episode-82322213-replay.json,abomasnow,abomasnow,0.9999999059795885,11,False,False
episode-82327233-replay.json,starmie,starmie,0.9913725019169395,15,False,False
episode-82331354-replay.json,other/unknown,starmie,0.4791424582218695,9,False,False
episode-82336881-replay.json,other/unknown,starmie,0.9990178629530359,14,True,False
episode-82338984-replay.json,other/unknown,dragapult,0.9395388975831428,17,True,False
episode-82340224-replay.json,starmie,alakazam,0.36748053796152497,0,False,False
episode-82340976-replay.json,other/unknown,starmie,0.6797272030770872,8,True,False
episode-82345250-replay.json,starmie,lucario,0.586061490876276,0,False,False
episode-82350931-replay.json,crustle,dragapult,0.477104770369472,13,False,True
episode-82360887-replay.json,dragapult,dragapult,0.9999999988910966,5,False,False
episode-82363324-replay.json,archaludon,abomasnow,0.7256588102303559,17,False,False
episode-82374232-replay.json,lucario,lucario,0.9999999999685201,13,False,False
episode-82380209-replay.json,archaludon,alakazam,0.36748053796152497,0,False,False
episode-82384061-replay.json,dragapult,dragapult,0.9999999973236409,7,False,False
episode-82386854-replay.json,alakazam,alakazam,1.0,12,False,False
episode-82386957-replay.json,other/unknown,dragapult,0.6870984767134811,10,False,False
episode-82433419-replay.json,crustle,starmie,0.514482370532946,7,False,True
episode-82439352-replay.json,dragapult,dragapult,0.9999999999932294,15,False,False
episode-82448665-replay.json,other/unknown,dragapult,0.9997019309966554,15,False,False
episode-82455704-replay.json,alakazam,alakazam,1.0,19,False,False
episode-82469679-replay.json,lucario,lucario,0.9999999969081763,5,False,False
episode-82475552-replay.json,kyogre,abomasnow,0.998565048475141,6,False,False
episode-82489835-replay.json,abomasnow,abomasnow,0.9999900072064746,15,False,False
episode-82504010-replay.json,dragapult,dragapult,0.9999999999215798,13,False,False
episode-82506681-replay.json,dragapult,alakazam,0.36748053796152497,0,False,False
episode-82507714-replay.json,other/unknown,dragapult,0.480997842765398,24,False,False
episode-82515734-replay.json,archaludon,abomasnow,0.7756797836905576,8,False,False
